Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N_mean,P_mean,K_mean,ph_mean,temperature_mean,humidity_mean,soil_rainfall_mean,NPK_Index,Rainfall_Fert_Ratio,Log_Area,Log_Production,Season_encoded,Crop_encoded,State_encoded
Gram,2004,Rabi,Bihar,72112.0,60159.0,1147.8,7812614.08,15143.52,0.81,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,0.00014691623588858547,11.185989612151785,11.004762958623722,2,16,3
Groundnut,2004,Kharif,Bihar,539.0,266.0,1147.8,58395.26,113.19,0.496666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.019655368340369742,6.29156913955832,5.58724865840025,1,17,3
Horse-gram,2004,Kharif,Bihar,15011.0,12130.0,1147.8,1626291.74,3152.31,0.7795,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.000705776993138394,9.616605160254911,9.40351943877092,1,19,3
Jowar,2004,Kharif,Bihar,3755.0,3807.0,1147.8,406816.7,788.55,1.030833333,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0028214111627886396,8.231109840328154,8.244859395911256,1,20,3
Jute,2004,Kharif,Bihar,134450.0,304705.5,1147.8,14566313.0,28234.5,5.0722222225,78.4,46.86,39.99,6.7327775681699995,24.9583758265,79.6398642063,174.792797536,55.083333333333336,7.879824641978746e-05,11.808955099378537,12.627104297204422,1,21,3
Khesari,2004,Rabi,Bihar,118220.0,79661.0,1147.8,12807954.8,24826.2,0.571842105,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,8.961617434688523e-05,11.680311033148202,11.285547963123957,2,22,3
Linseed,2004,Rabi,Bihar,27560.0,23233.0,1147.8,2985850.4,5787.6,0.848421053,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00038441296844176503,10.224157008939576,10.05337200207342,2,23,3
Maize,2004,Kharif,Bihar,185695.0,304705.5,1147.8,24727596.07,49569.2,1.597837838,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,4.641777350022147e-05,12.131866206990335,12.627104297204422,1,24,3
Maize,2004,Rabi,Bihar,185695.0,304705.5,1147.8,20875492.9,40463.85,3.198,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,5.49831302434478e-05,12.131866206990335,12.627104297204422,2,24,3
Maize,2004,Summer,Bihar,153596.0,304705.5,1147.8,16640590.64,32255.16,2.952368421,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,6.89759129261344e-05,11.942087568254971,12.627104297204422,3,24,3
